"Date & Time","°C","°C mean","°F","°F mean","H%","H% mean","inHg","inHg mean","kPa","kPa mean","Hg 1hr delta","Hg 3hr delta","Dew Point"
"2018-07-16 16:16:17","29.2600","29.2800","84.6700","84.7025","52.8700","52.9150","29.4000","29.4000","99.5599","99.5572","0.0000","0.0000","67.7032"
"2018-07-16 16:16:23","29.2600","29.2760","84.6700","84.6960","52.8300","52.9060","29.4000","29.4000","99.5539","99.5578","0.0000","0.0000","67.6888"
"2018-07-16 16:16:29","29.2700","29.2733","84.6900","84.6917","52.8700","52.8933","29.4000","29.4000","99.5549","99.5571","0.0000","0.0000","67.7232"
"2018-07-16 16:16:35","29.2600","29.2729","84.6700","84.6914","52.8200","52.8900","29.4000","29.4000","99.5601","99.5568","0.0000","0.0000","67.6852"
"2018-07-16 16:16:41","29.2600","29.2712","84.6700","84.6887","52.9200","52.8813","29.4000","29.4000","99.5557","99.5572","0.0000","0.0000","67.7212"
"2018-07-16 16:16:47","29.2500","29.2700","84.6500","84.6867","52.8700","52.8856","29.4000","29.4000","99.5559","99.5571","0.0000","0.0000","67.6832"
"2018-07-16 16:16:53","29.2500","29.2680","84.6500","84.6830","52.8700","52.8840","29.4000","29.4000","99.5608","99.5569","0.0000","0.0000","67.6832"
"2018-07-16 16:16:59","29.2400","29.2664","84.6300","84.6800","52.9800","52.8827","29.4000","29.4000","99.5609","99.5573","0.0000","0.0000","67.7028"
"2018-07-16 16:17:05","29.2400","29.2642","84.6300","84.6758","53.0800","52.8908","29.4000","29.4000","99.5623","99.5576","0.0000","0.0000","67.7388"
"2018-07-16 16:17:11","29.2400","29.2623","84.6300","84.6723","53.1000","52.9054","29.4000","29.4000","99.5569","99.5579","0.0000","0.0000","67.7460"
"2018-07-16 16:17:17","29.2500","29.2607","84.6500","84.6693","53.0500","52.9193","29.4000","29.4000","99.5590","99.5579","0.0000","0.0000","67.7480"
"2018-07-16 16:17:23","29.2500","29.2600","84.6500","84.6680","53.1400","52.9280","29.4000","29.4000","99.5563","99.5580","0.0000","0.0000","67.7804"
"2018-07-16 16:17:29","29.2600","29.2594","84.6700","84.6669","53.1100","52.9412","29.4000","29.4000","99.5585","99.5578","0.0000","0.0000","67.7896"
"2018-07-16 16:17:35","29.2600","29.2594","84.6700","84.6671","53.0800","52.9512","29.4000","29.4000","99.5571","99.5579","0.0000","0.0000","67.7788"
"2018-07-16 16:17:41","29.2500","29.2594","84.6500","84.6672","52.9600","52.9583","29.4000","29.4000","99.5570","99.5578","0.0000","0.0000","67.7156"
"2018-07-16 16:17:47","29.2400","29.2589","84.6300","84.6663","52.9500","52.9584","29.4000","29.4000","99.5592","99.5578","0.0000","0.0000","67.6920"
"2018-07-16 16:17:53","29.2500","29.2580","84.6500","84.6645","52.9900","52.9580","29.4000","29.4000","99.5574","99.5579","0.0000","0.0000","67.7264"
"2018-07-16 16:17:59","29.2600","29.2576","84.6700","84.6638","53.0100","52.9595","29.4000","29.4000","99.5577","99.5578","0.0000","0.0000","67.7536"
"2018-07-16 16:18:05","29.2700","29.2577","84.6900","84.6641","53.2300","52.9618","29.4000","29.4000","99.5550","99.5578","0.0000","0.0000","67.8528"
"2018-07-16 16:18:11","29.2500","29.2583","84.6500","84.6652","52.9900","52.9735","29.4000","29.4000","99.5550","99.5577","0.0000","0.0000","67.7264"
"2018-07-16 16:18:17","29.2400","29.2579","84.6300","84.6646","53.0800","52.9742","29.4000","29.4000","99.5562","99.5576","0.0000","0.0000","67.7388"
"2018-07-16 16:18:23","29.2600","29.2572","84.6700","84.6632","52.9600","52.9784","29.4000","29.4000","99.5579","99.5575","0.0000","0.0000","67.7356"
"2018-07-16 16:18:29","29.2500","29.2573","84.6500","84.6635","52.9000","52.9777","29.4000","29.4000","99.5599","99.5576","0.0000","0.0000","67.6940"
"2018-07-16 16:18:35","29.2500","29.2570","84.6500","84.6630","52.9000","52.9748","29.4000","29.4000","99.5575","99.5576","0.0000","0.0000","67.6940"
"2018-07-16 16:18:41","29.2500","29.2568","84.6500","84.6625","52.9000","52.9721","29.4000","29.4000","99.5578","99.5576","0.0000","0.0000","67.6940"
"2018-07-16 16:18:47","29.2500","29.2566","84.6500","84.6621","52.9300","52.9697","29.4000","29.4000","99.5575","99.5576","0.0000","0.0000","67.7048"
"2018-07-16 16:18:53","29.2500","29.2563","84.6500","84.6617","52.9700","52.9683","29.4000","29.4000","99.5554","99.5576","0.0000","0.0000","67.7192"
"2018-07-16 16:18:59","29.2500","29.2561","84.6500","84.6613","53.1000","52.9684","29.4000","29.4000","99.5564","99.5576","0.0000","0.0000","67.7660"
"2018-07-16 16:19:05","29.2600","29.2559","84.6700","84.6609","52.9900","52.9725","29.4000","29.4000","99.5590","99.5575","0.0000","0.0000","67.7464"
"2018-07-16 16:19:11","29.2800","29.2561","84.7000","84.6612","53.0900","52.9730","29.4000","29.4000","99.5587","99.5576","0.0000","0.0000","67.8124"
"2018-07-16 16:19:17","29.2800","29.2568","84.7000","84.6624","53.0700","52.9765","29.4000","29.4000","99.5614","99.5576","0.0000","0.0000","67.8052"
"2018-07-16 16:19:23","29.2800","29.2574","84.7000","84.6634","53.1300","52.9791","29.4000","29.4000","99.5551","99.5577","0.0000","0.0000","67.8268"
"2018-07-16 16:19:29","29.2900","29.2581","84.7200","84.6644","53.0400","52.9833","29.4000","29.4000","99.5552","99.5576","0.0000","0.0000","67.8144"
"2018-07-16 16:19:35","29.2900","29.2589","84.7200","84.6659","53.0500","52.9849","29.4000","29.4000","99.5605","99.5576","0.0000","0.0000","67.8180"
"2018-07-16 16:19:41","29.3100","29.2597","84.7600","84.6674","53.0300","52.9866","29.4000","29.4000","99.5552","99.5577","0.0000","0.0000","67.8508"
"2018-07-16 16:19:47","29.3100","29.2610","84.7600","84.6697","53.0700","52.9877","29.4000","29.4000","99.5575","99.5576","0.0000","0.0000","67.8652"
"2018-07-16 16:19:53","29.3000","29.2623","84.7400","84.6720","52.9300","52.9897","29.4000","29.4000","99.5564","99.5576","0.0000","0.0000","67.7948"
"2018-07-16 16:19:59","29.3100","29.2632","84.7600","84.6737","52.9400","52.9883","29.4000","29.4000","99.5558","99.5576","0.0000","0.0000","67.8184"
"2018-07-16 16:20:05","29.3100","29.2643","84.7600","84.6757","53.1000","52.9871","29.4000","29.4000","99.5571","99.5575","0.0000","0.0000","67.8760"
"2018-07-16 16:20:11","29.3100","29.2653","84.7600","84.6777","53.0200","52.9898","29.4000","29.4000","99.5567","99.5575","0.0000","0.0000","67.8472"
"2018-07-16 16:20:18","29.3200","29.2664","84.7800","84.6795","53.3400","52.9905","29.4000","29.4000","99.5551","99.5575","0.0000","0.0000","67.9824"
"2018-07-16 16:20:24","29.3200","29.2676","84.7800","84.6818","53.2000","52.9982","29.4000","29.4000","99.5577","99.5574","0.0000","0.0000","67.9320"
"2018-07-16 16:20:30","29.3200","29.2687","84.7800","84.6839","53.0000","53.0026","29.4000","29.4000","99.5550","99.5574","0.0000","0.0000","67.8600"
"2018-07-16 16:20:36","29.3100","29.2698","84.7600","84.6860","53.1100","53.0026","29.4000","29.4000","99.5535","99.5574","0.0000","0.0000","67.8796"
"2018-07-16 16:20:42","29.3100","29.2706","84.7600","84.6875","53.0400","53.0048","29.4000","29.4000","99.5546","99.5573","0.0000","0.0000","67.8544"
"2018-07-16 16:20:48","29.3000","29.2714","84.7400","84.6890","53.0500","53.0055","29.4000","29.4000","99.5548","99.5573","0.0000","0.0000","67.8380"
"2018-07-16 16:20:54","29.3000","29.2720","84.7400","84.6900","52.8900","53.0064","29.4000","29.4000","99.5529","99.5572","0.0000","0.0000","67.7804"
"2018-07-16 16:21:00","29.3000","29.2725","84.7400","84.6910","52.9500","53.0041","29.4000","29.4000","99.5573","99.5571","0.0000","0.0000","67.8020"
"2018-07-16 16:21:06","29.3000","29.2731","84.7400","84.6919","52.9500","53.0031","29.4000","29.4000","99.5536","99.5571","0.0000","0.0000","67.8020"
"2018-07-16 16:21:12","29.3000","29.2736","84.7400","84.6928","52.9200","53.0021","29.4000","29.4000","99.5542","99.5571","0.0000","0.0000","67.7912"
"2018-07-16 16:21:18","29.2900","29.2741","84.7200","84.6937","52.9000","53.0006","29.4000","29.4000","99.5525","99.5570","0.0000","0.0000","67.7640"
"2018-07-16 16:21:24","29.3000","29.2744","84.7400","84.6942","52.9500","52.9987","29.4000","29.4000","99.5583","99.5569","0.0000","0.0000","67.8020"
"2018-07-16 16:21:30","29.3100","29.2748","84.7600","84.6950","53.0300","52.9979","29.4000","29.4000","99.5607","99.5569","0.0000","0.0000","67.8508"
"2018-07-16 16:21:36","29.3100","29.2754","84.7600","84.6961","53.0800","52.9984","29.4000","29.4000","99.5562","99.5570","0.0000","0.0000","67.8688"
"2018-07-16 16:21:42","29.3000","29.2760","84.7400","84.6972","53.0200","52.9998","29.4000","29.4000","99.5581","99.5570","0.0000","0.0000","67.8272"
"2018-07-16 16:21:48","29.3100","29.2764","84.7600","84.6980","52.9400","53.0002","29.4000","29.4000","99.5565","99.5570","0.0000","0.0000","67.8184"
"2018-07-16 16:21:54","29.2900","29.2770","84.7200","84.6990","52.9500","52.9992","29.4000","29.4000","99.5599","99.5570","0.0000","0.0000","67.7820"
"2018-07-16 16:22:00","29.3000","29.2772","84.7400","84.6993","53.0600","52.9984","29.4000","29.4000","99.5595","99.5571","0.0000","0.0000","67.8416"
"2018-07-16 16:22:06","29.3100","29.2776","84.7600","84.7000","53.0500","52.9994","29.4000","29.4000","99.5604","99.5571","0.0000","0.0000","67.8580"
"2018-07-16 16:22:12","29.3200","29.2781","84.7800","84.7010","53.0000","53.0002","29.4000","29.4000","99.5587","99.5571","0.0000","0.0000","67.8600"
"2018-07-16 16:22:18","29.3200","29.2788","84.7800","84.7022","52.9900","53.0002","29.4000","29.4000","99.5573","99.5572","0.0000","0.0000","67.8564"
"2018-07-16 16:22:24","29.3200","29.2794","84.7800","84.7034","52.9500","53.0000","29.4000","29.4000","99.5550","99.5572","0.0000","0.0000","67.8420"
"2018-07-16 16:22:30","29.3300","29.2800","84.7900","84.7045","52.9800","52.9992","29.4000","29.4000","99.5552","99.5571","0.0000","0.0000","67.8628"
"2018-07-16 16:22:36","29.3300","29.2807","84.7900","84.7058","52.9300","52.9990","29.4000","29.4000","99.5543","99.5571","0.0000","0.0000","67.8448"
"2018-07-16 16:22:42","29.3200","29.2815","84.7800","84.7071","52.9300","52.9979","29.4000","29.4000","99.5530","99.5571","0.0000","0.0000","67.8348"
"2018-07-16 16:22:48","29.3300","29.2820","84.7900","84.7081","52.9100","52.9970","29.4000","29.4000","99.5552","99.5570","0.0000","0.0000","67.8376"
"2018-07-16 16:22:54","29.3300","29.2827","84.7900","84.7093","52.8800","52.9957","29.4000","29.4000","99.5565","99.5570","0.0000","0.0000","67.8268"
"2018-07-16 16:23:00","29.3200","29.2834","84.7800","84.7104","52.9400","52.9941","29.4000","29.4000","99.5549","99.5570","0.0000","0.0000","67.8384"
"2018-07-16 16:23:06","29.3200","29.2839","84.7800","84.7114","52.8900","52.9933","29.4000","29.4000","99.5537","99.5570","0.0000","0.0000","67.8204"
"2018-07-16 16:23:12","29.3200","29.2844","84.7800","84.7123","53.1000","52.9919","29.4000","29.4000","99.5553","99.5569","0.0000","0.0000","67.8960"
"2018-07-16 16:23:18","29.3100","29.2849","84.7600","84.7132","53.0200","52.9934","29.4000","29.4000","99.5557","99.5569","0.0000","0.0000","67.8472"
"2018-07-16 16:23:24","29.3200","29.2852","84.7800","84.7139","52.9300","52.9937","29.4000","29.4000","99.5491","99.5569","0.0000","0.0000","67.8348"
"2018-07-16 16:23:30","29.3300","29.2857","84.7900","84.7147","52.8900","52.9929","29.4000","29.4000","99.5536","99.5568","0.0000","0.0000","67.8304"
"2018-07-16 16:23:36","29.3300","29.2862","84.7900","84.7157","52.9500","52.9916","29.4000","29.4000","99.5519","99.5567","0.0000","0.0000","67.8520"
"2018-07-16 16:23:42","29.3200","29.2868","84.7800","84.7167","52.9200","52.9910","29.4000","29.4000","99.5522","99.5567","0.0000","0.0000","67.8312"
"2018-07-16 16:23:48","29.3200","29.2872","84.7800","84.7175","52.9300","52.9901","29.4000","29.4000","99.5551","99.5566","0.0000","0.0000","67.8348"
"2018-07-16 16:23:54","29.3300","29.2876","84.7900","84.7183","52.8900","52.9894","29.4000","29.4000","99.5508","99.5566","0.0000","0.0000","67.8304"
"2018-07-16 16:24:00","29.3400","29.2881","84.8100","84.7191","52.8600","52.9881","29.4000","29.4000","99.5531","99.5565","0.0000","0.0000","67.8396"
"2018-07-16 16:24:06","29.3400","29.2888","84.8100","84.7202","52.8500","52.9866","29.4000","29.4000","99.5562","99.5565","0.0000","0.0000","67.8360"
"2018-07-16 16:24:12","29.3500","29.2894","84.8300","84.7213","52.8900","52.9849","29.4000","29.4000","99.5541","99.5565","0.0000","0.0000","67.8704"
"2018-07-16 16:24:18","29.3400","29.2901","84.8100","84.7226","53.0700","52.9838","29.4000","29.4000","99.5508","99.5564","0.0000","0.0000","67.9152"
"2018-07-16 16:24:24","29.3600","29.2907","84.8500","84.7236","53.0500","52.9848","29.4000","29.4000","99.5504","99.5564","0.0000","0.0000","67.9480"
"2018-07-16 16:24:30","29.3600","29.2915","84.8500","84.7251","53.2400","52.9856","29.4000","29.4000","99.5511","99.5563","0.0000","0.0000","68.0164"
"2018-07-16 16:24:36","29.3600","29.2923","84.8500","84.7266","53.0500","52.9885","29.4000","29.4000","99.5497","99.5563","0.0000","0.0000","67.9480"
"2018-07-16 16:24:42","29.3700","29.2931","84.8700","84.7280","53.1400","52.9892","29.4000","29.4000","99.5502","99.5562","0.0000","0.0000","68.0004"
"2018-07-16 16:24:48","29.3600","29.2939","84.8500","84.7296","53.3000","52.9909","29.4000","29.4000","99.5539","99.5561","0.0000","0.0000","68.0380"
"2018-07-16 16:24:54","29.3700","29.2947","84.8700","84.7309","53.4100","52.9943","29.4000","29.4000","99.5520","99.5561","0.0000","0.0000","68.0976"
"2018-07-16 16:25:00","29.3500","29.2955","84.8300","84.7324","53.2400","52.9989","29.4000","29.4000","99.5488","99.5560","0.0000","0.0000","67.9964"
"2018-07-16 16:25:06","29.3500","29.2961","84.8300","84.7335","53.1000","53.0015","29.4000","29.4000","99.5498","99.5560","0.0000","0.0000","67.9460"
"2018-07-16 16:25:12","29.3500","29.2967","84.8300","84.7345","53.0900","53.0026","29.4000","29.4000","99.5488","99.5559","0.0000","0.0000","67.9424"
"2018-07-16 16:25:18","29.3400","29.2972","84.8100","84.7355","53.1300","53.0035","29.4000","29.4000","99.5517","99.5558","0.0000","0.0000","67.9368"
"2018-07-16 16:25:24","29.3400","29.2977","84.8100","84.7363","53.0900","53.0048","29.4000","29.4000","99.5487","99.5558","0.0000","0.0000","67.9224"
"2018-07-16 16:25:30","29.3600","29.2981","84.8500","84.7371","53.0600","53.0057","29.4000","29.4000","99.5473","99.5557","0.0000","0.0000","67.9516"
"2018-07-16 16:25:37","29.3600","29.2988","84.8500","84.7382","53.0700","53.0063","29.4000","29.4000","99.5464","99.5556","0.0000","0.0000","67.9552"
"2018-07-16 16:25:43","29.3700","29.2994","84.8700","84.7394","52.9600","53.0069","29.4000","29.4000","99.5508","99.5555","0.0000","0.0000","67.9356"
"2018-07-16 16:25:49","29.3700","29.3001","84.8700","84.7407","52.9700","53.0065","29.4000","29.4000","99.5505","99.5555","0.0000","0.0000","67.9392"
"2018-07-16 16:25:55","29.3500","29.3008","84.8300","84.7420","53.0300","53.0061","29.4000","29.4000","99.5500","99.5554","0.0000","0.0000","67.9208"
"2018-07-16 16:26:01","29.3500","29.3014","84.8300","84.7431","53.0400","53.0065","29.4000","29.4000","99.5515","99.5553","0.0000","0.0000","67.9244"
"2018-07-16 16:26:07","29.3600","29.3021","84.8500","84.7444","53.0000","53.0078","29.4000","29.4000","99.5496","99.5553","0.0000","0.0000","67.9300"
"2018-07-16 16:26:13","29.3600","29.3029","84.8500","84.7459","53.0200","53.0088","29.4000","29.4000","99.5467","99.5552","0.0000","0.0000","67.9372"
"2018-07-16 16:26:19","29.3400","29.3038","84.8100","84.7475","53.0800","53.0104","29.4000","29.4000","99.5498","99.5551","0.0000","0.0000","67.9188"
"2018-07-16 16:26:25","29.3300","29.3046","84.7900","84.7489","52.9700","53.0125","29.4000","29.4000","99.5474","99.5550","0.0000","0.0000","67.8592"
"2018-07-16 16:26:31","29.3500","29.3053","84.8300","84.7501","52.9800","53.0139","29.4000","29.4000","99.5503","99.5549","0.0000","0.0000","67.9028"
"2018-07-16 16:26:37","29.3400","29.3061","84.8100","84.7515","53.2500","53.0150","29.4000","29.4000","99.5487","99.5549","0.0000","0.0000","67.9800"
"2018-07-16 16:26:43","29.3400","29.3069","84.8100","84.7529","53.1700","53.0193","29.4000","29.4000","99.5493","99.5548","0.0000","0.0000","67.9512"
"2018-07-16 16:26:49","29.3500","29.3077","84.8300","84.7543","53.0300","53.0218","29.4000","29.4000","99.5486","99.5547","0.0000","0.0000","67.9208"
"2018-07-16 16:26:55","29.3500","29.3087","84.8300","84.7561","53.1400","53.0234","29.4000","29.4000","99.5514","99.5546","0.0000","0.0000","67.9604"
"2018-07-16 16:27:01","29.3600","29.3097","84.8500","84.7579","53.1800","53.0261","29.4000","29.4000","99.5492","99.5546","0.0000","0.0000","67.9948"
"2018-07-16 16:27:07","29.3700","29.3109","84.8700","84.7601","53.1200","53.0281","29.4000","29.4000","99.5524","99.5544","0.0000","0.0000","67.9932"
"2018-07-16 16:27:13","29.3800","29.3122","84.8800","84.7625","53.0600","53.0285","29.4000","29.4000","99.5530","99.5543","0.0000","0.0000","67.9816"
"2018-07-16 16:27:19","29.3800","29.3136","84.8800","84.7650","53.1000","53.0281","29.4000","29.4000","99.5487","99.5543","0.0000","0.0000","67.9960"
"2018-07-16 16:27:25","29.3900","29.3149","84.9000","84.7673","53.0800","53.0286","29.4000","29.4000","99.5472","99.5542","0.0000","0.0000","68.0088"
"2018-07-16 16:27:31","29.3700","29.3163","84.8700","84.7698","53.1700","53.0280","29.4000","29.4000","99.5437","99.5541","0.0000","0.0000","68.0112"
"2018-07-16 16:27:37","29.3700","29.3174","84.8700","84.7718","53.0700","53.0286","29.4000","29.4000","99.5457","99.5540","0.0000","0.0000","67.9752"
"2018-07-16 16:27:43","29.3700","29.3185","84.8700","84.7738","53.1200","53.0285","29.4000","29.4000","99.5477","99.5538","0.0000","0.0000","67.9932"
"2018-07-16 16:27:49","29.3500","29.3197","84.8300","84.7760","53.1700","53.0301","29.4000","29.4000","99.5452","99.5538","0.0000","0.0000","67.9712"
"2018-07-16 16:27:55","29.3600","29.3208","84.8500","84.7780","53.1900","53.0323","29.4000","29.4000","99.5471","99.5536","0.0000","0.0000","67.9984"
"2018-07-16 16:28:01","29.3500","29.3219","84.8300","84.7800","53.0600","53.0343","29.4000","29.4000","99.5483","99.5535","0.0000","0.0000","67.9316"
"2018-07-16 16:28:07","29.3500","29.3228","84.8300","84.7816","53.2000","53.0348","29.3900","29.4000","99.5415","99.5534","0.0000","0.0000","67.9820"
"2018-07-16 16:28:13","29.3500","29.3236","84.8300","84.7830","53.2600","53.0345","29.4000","29.3999","99.5431","99.5533","0.0000","0.0000","68.0036"
"2018-07-16 16:28:19","29.3400","29.3246","84.8100","84.7848","53.2100","53.0372","29.4000","29.3999","99.5450","99.5532","0.0000","0.0000","67.9656"
"2018-07-16 16:28:25","29.3700","29.3256","84.8700","84.7866","53.4900","53.0385","29.4000","29.3999","99.5456","99.5530","0.0000","0.0000","68.1264"
"2018-07-16 16:28:31","29.3700","29.3267","84.8700","84.7886","53.2500","53.0438","29.4000","29.3999","99.5444","99.5529","0.0000","0.0000","68.0400"
"2018-07-16 16:28:37","29.3600","29.3279","84.8500","84.7908","53.2600","53.0473","29.4000","29.3999","99.5431","99.5528","0.0000","0.0000","68.0236"
"2018-07-16 16:28:43","29.3500","29.3290","84.8300","84.7928","53.2400","53.0509","29.3900","29.3999","99.5390","99.5526","0.0000","0.0000","67.9964"
"2018-07-16 16:28:49","29.3400","29.3300","84.8100","84.7946","53.2200","53.0543","29.3900","29.3998","99.5387","99.5524","0.0000","0.0000","67.9692"
"2018-07-16 16:28:55","29.3400","29.3309","84.8100","84.7962","53.3100","53.0572","29.3900","29.3997","99.5395","99.5522","0.0000","0.0000","68.0016"
"2018-07-16 16:29:01","29.3600","29.3318","84.8500","84.7978","53.2900","53.0606","29.4000","29.3996","99.5450","99.5521","0.0000","0.0000","68.0344"
"2018-07-16 16:29:07","29.3700","29.3329","84.8700","84.7998","53.3000","53.0625","29.4000","29.3996","99.5440","99.5520","0.0000","0.0000","68.0580"
"2018-07-16 16:29:13","29.3500","29.3340","84.8300","84.8018","53.1600","53.0656","29.4000","29.3996","99.5440","99.5518","0.0000","0.0000","67.9676"
"2018-07-16 16:29:19","29.3700","29.3347","84.8700","84.8031","53.2000","53.0663","29.3900","29.3996","99.5427","99.5517","0.0000","0.0000","68.0220"
"2018-07-16 16:29:25","29.3800","29.3356","84.8800","84.8048","53.1300","53.0676","29.3900","29.3995","99.5403","99.5515","0.0000","0.0000","68.0068"
"2018-07-16 16:29:31","29.3700","29.3366","84.8700","84.8066","53.0200","53.0676","29.3900","29.3994","99.5392","99.5513","0.0000","0.0000","67.9572"
"2018-07-16 16:29:37","29.3700","29.3374","84.8700","84.8081","53.1900","53.0674","29.3900","29.3993","99.5422","99.5512","0.0000","0.0000","68.0184"
"2018-07-16 16:29:43","29.3800","29.3382","84.8800","84.8096","53.3400","53.0688","29.3900","29.3992","99.5396","99.5510","0.0000","0.0000","68.0824"
"2018-07-16 16:29:49","29.3900","29.3389","84.9000","84.8108","53.2400","53.0719","29.4000","29.3991","99.5434","99.5508","0.0000","0.0000","68.0664"
"2018-07-16 16:29:55","29.3900","29.3397","84.9000","84.8122","53.2100","53.0736","29.4000","29.3991","99.5435","99.5507","0.0000","0.0000","68.0556"
"2018-07-16 16:30:01","29.3900","29.3406","84.9000","84.8138","53.2400","53.0764","29.4000","29.3991","99.5436","99.5506","0.0000","0.0000","68.0664"
"2018-07-16 16:30:07","29.3900","29.3414","84.9000","84.8152","53.2300","53.0794","29.3900","29.3991","99.5410","99.5505","0.0000","0.0000","68.0628"
"2018-07-16 16:30:13","29.3800","29.3422","84.8800","84.8166","53.1100","53.0807","29.3900","29.3990","99.5425","99.5503","0.0000","0.0000","67.9996"
"2018-07-16 16:30:19","29.4000","29.3429","84.9200","84.8178","53.0400","53.0816","29.4000","29.3989","99.5435","99.5502","0.0000","0.0000","68.0144"
"2018-07-16 16:30:25","29.4100","29.3437","84.9400","84.8192","53.0500","53.0786","29.3900","29.3989","99.5403","99.5500","0.0000","0.0000","68.0380"
"2018-07-16 16:30:31","29.4200","29.3446","84.9600","84.8208","53.0000","53.0771","29.3900","29.3988","99.5409","99.5499","0.0000","0.0000","68.0400"
"2018-07-16 16:30:37","29.4200","29.3456","84.9600","84.8226","52.8500","53.0771","29.4000","29.3987","99.5451","99.5497","0.0000","0.0000","67.9860"
"2018-07-16 16:30:43","29.4300","29.3467","84.9700","84.8246","52.8600","53.0745","29.4000","29.3987","99.5431","99.5496","0.0000","0.0000","67.9996"
"2018-07-16 16:30:49","29.4100","29.3479","84.9400","84.8267","52.9900","53.0727","29.3900","29.3987","99.5427","99.5495","0.0000","0.0000","68.0164"
"2018-07-16 16:30:55","29.4100","29.3490","84.9400","84.8287","53.0000","53.0721","29.3900","29.3986","99.5415","99.5494","0.0000","0.0000","68.0200"
"2018-07-16 16:31:01","29.3900","29.3501","84.9000","84.8307","53.1100","53.0732","29.3900","29.3985","99.5409","99.5493","0.0000","0.0000","68.0196"
"2018-07-16 16:31:07","29.3800","29.3510","84.8800","84.8323","53.0000","53.0748","29.3900","29.3984","99.5417","99.5491","0.0000","0.0000","67.9600"
"2018-07-16 16:31:13","29.3900","29.3518","84.9000","84.8337","53.1300","53.0753","29.3900","29.3983","99.5427","99.5490","0.0000","0.0000","68.0268"
"2018-07-16 16:31:19","29.3800","29.3527","84.8800","84.8353","53.1500","53.0774","29.3900","29.3982","99.5399","99.5489","0.0000","0.0000","68.0140"
"2018-07-16 16:31:25","29.3700","29.3536","84.8700","84.8369","53.0600","53.0799","29.3900","29.3981","99.5421","99.5488","0.0000","0.0000","67.9716"
"2018-07-16 16:31:31","29.3800","29.3543","84.8800","84.8382","53.0400","53.0810","29.3900","29.3980","99.5400","99.5486","0.0000","0.0000","67.9744"
"2018-07-16 16:31:37","29.3900","29.3550","84.9000","84.8394","53.0000","53.0811","29.3900","29.3979","99.5393","99.5484","0.0000","0.0000","67.9800"
"2018-07-16 16:31:43","29.3800","29.3558","84.8800","84.8408","53.1500","53.0803","29.3900","29.3978","99.5370","99.5482","0.0000","0.0000","68.0140"
"2018-07-16 16:31:49","29.3800","29.3566","84.8800","84.8422","53.0700","53.0816","29.3900","29.3977","99.5424","99.5480","0.0000","0.0000","67.9852"
"2018-07-16 16:31:55","29.3800","29.3573","84.8800","84.8434","53.0800","53.0829","29.3900","29.3976","99.5401","99.5479","0.0000","0.0000","67.9888"
"2018-07-16 16:32:01","29.3800","29.3582","84.8800","84.8450","53.1500","53.0842","29.3900","29.3975","99.5397","99.5477","0.0000","0.0000","68.0140"
"2018-07-16 16:32:07","29.3900","29.3590","84.9000","84.8464","53.1000","53.0851","29.3900","29.3974","99.5407","99.5475","0.0000","0.0000","68.0160"
"2018-07-16 16:32:13","29.3900","29.3598","84.9000","84.8478","53.2000","53.0856","29.3900","29.3973","99.5402","99.5473","0.0000","0.0000","68.0520"
"2018-07-16 16:32:19","29.3900","29.3605","84.9000","84.8490","53.1100","53.0876","29.3900","29.3972","99.5419","99.5471","0.0000","0.0000","68.0196"
"2018-07-16 16:32:25","29.4000","29.3612","84.9200","84.8502","53.0800","53.0888","29.4000","29.3971","99.5436","99.5469","0.0000","0.0000","68.0288"
"2018-07-16 16:32:31","29.4100","29.3620","84.9400","84.8516","53.0500","53.0901","29.3900","29.3971","99.5382","99.5468","0.0000","0.0000","68.0380"
"2018-07-16 16:32:37","29.4000","29.3628","84.9200","84.8531","53.0300","53.0908","29.4000","29.3970","99.5430","99.5467","0.0000","0.0000","68.0108"
"2018-07-16 16:32:43","29.4200","29.3635","84.9600","84.8544","53.0700","53.0918","29.3900","29.3970","99.5395","99.5465","0.0000","0.0000","68.0652"
"2018-07-16 16:32:49","29.4100","29.3645","84.9400","84.8562","53.1400","53.0932","29.3900","29.3969","99.5384","99.5464","0.0000","0.0000","68.0704"
"2018-07-16 16:32:55","29.4000","29.3653","84.9200","84.8577","52.9300","53.0955","29.3900","29.3968","99.5396","99.5462","0.0000","0.0000","67.9748"
"2018-07-16 16:33:02","29.4100","29.3660","84.9400","84.8590","52.9400","53.0960","29.3900","29.3967","99.5372","99.5461","0.0000","0.0000","67.9984"
"2018-07-16 16:33:08","29.4200","29.3669","84.9600","84.8606","52.9600","53.0960","29.3900","29.3966","99.5400","99.5459","0.0000","0.0000","68.0256"
"2018-07-16 16:33:14","29.4300","29.3679","84.9700","84.8624","52.9100","53.0967","29.3900","29.3965","99.5402","99.5458","0.0000","0.0000","68.0176"
"2018-07-16 16:33:20","29.3900","29.3690","84.9000","84.8643","53.0400","53.0948","29.3900","29.3964","99.5382","99.5456","0.0000","0.0000","67.9944"
"2018-07-16 16:33:26","29.4000","29.3698","84.9200","84.8657","53.0300","53.0950","29.3900","29.3963","99.5383","99.5454","0.0000","0.0000","68.0108"
"2018-07-16 16:33:32","29.4100","29.3706","84.9400","84.8671","53.0100","53.0960","29.3900","29.3962","99.5353","99.5453","0.0000","0.0000","68.0236"
"2018-07-16 16:33:38","29.4200","29.3714","84.9600","84.8686","53.2200","53.0972","29.3900","29.3961","99.5385","99.5451","0.0000","0.0000","68.1192"
